title,year,ratingIMDB,votes,genresIMDB,sentiment_score_title,project_score,sentiment_score
a bucket of blood,1959,6.8,1892.0,comedy horror,-0.9999345541000366,-1,0.04294379419178479
buffy the vampire slayer,1992,5.3,16206.0,horror comedy action,-0.9994565844535828,-1,-0.09953364361333483
bull durham,1988,7.0,18941.0,comedy romance sport,-0.9993324875831604,-1,-0.018883602994103587
casino,1995,8.1,111223.0,biography crime drama,-0.999640941619873,-1,-0.06378366912112517
catwoman,2004,3.2,35065.0,action crime fantasy,-0.9793919920921326,-1,-0.05149056846305872
cellular,2004,6.5,32920.0,action crime thriller,-0.9980437755584716,-1,-0.16884373950066967
the crying game,1992,7.3,21394.0,drama thriller,-0.9031569957733154,-1,-0.03178766795567104
charade,1963,8.0,22815.0,comedy mystery romance thriller,-0.9998024106025696,-1,-0.15321065552661875
cherry falls,2000,4.8,5669.0,horror mystery thriller,-0.9999222755432128,-1,-0.1916912592883803
chill factor,1999,4.9,5381.0,action adventure comedy thriller,-0.999561607837677,-1,-0.024510589674795316
chinatown,1974,8.5,80698.0,crime drama mystery thriller,-0.9931586384773254,-1,-0.13166009875603651
nuovo cinema paradiso,1988,8.5,46801.0,comedy drama romance,-0.9997630715370178,-1,-0.16159645599477432
citizen kane,1941,8.6,140517.0,drama mystery,0.8593744039535522,1,0.05670824179462358
clerks.,1994,8.0,90972.0,comedy,-0.9999704360961914,-1,-0.23125442850768238
cliffhanger,1993,6.2,34880.0,action adventure thriller,-0.9816370606422424,-1,-0.08683610835979724
a clockwork orange,1971,8.5,197372.0,crime drama sci-fi,-0.978113889694214,-1,0.05440284348939822
collateral,2004,7.8,106866.0,crime drama thriller,-0.9441668391227722,-1,-0.20606683152798186
conspiracy theory,1997,6.5,36045.0,action crime mystery romance thriller,-0.999627947807312,-1,-0.20382187186285508
contact,1997,7.4,75043.0,drama mystery sci-fi thriller,-0.9999902248382568,-1,-0.14863276921515095
cool hand luke,1967,8.3,46514.0,crime drama,-0.9999446868896484,-1,0.03550451270307596
copycat,1995,6.5,17335.0,crime mystery thriller,-0.9991590976715088,-1,-0.22684850345958363
crash,2004,8.0,174003.0,crime drama,-0.9999760389328004,-1,-0.23774445473730982
crazy love,2007,7.0,944.0,documentary,-0.9998494386672974,-1,-0.032622389951530766
crime spree,2003,6.4,3129.0,action comedy crime,-0.999891996383667,-1,-0.16233346789016337
crouching tiger hidden dragon,2003,8.0,1091.0,action,-0.9991037249565125,-1,-0.027327246826850563
the crow,1994,7.6,55886.0,action crime fantasy thriller,-0.9999606609344482,-1,-0.07007080880702768
cruel intentions,1999,6.7,67532.0,drama romance thriller,-0.999929666519165,-1,-0.10868050344785055
the curse of the cat people,1944,6.9,2067.0,drama fantasy horror,0.8728772401809692,1,0.18174259269779378
the curse,1987,4.5,627.0,sci-fi horror,-0.9997819066047668,-1,-0.3392623023266362
dark city,1998,7.8,64262.0,mystery sci-fi thriller,-0.999970316886902,-1,-0.2754621758439024
dave,1993,6.8,20807.0,comedy romance,-0.9999641180038452,-1,-0.10985818179416847
day of the dead,1985,7.0,22746.0,horror sci-fi,-0.9980164766311646,-1,-0.20665050420946288
dead poets society,1989,7.8,90842.0,drama,-0.996826946735382,-1,0.020856290743286005
deep rising,1998,5.7,12638.0,action horror sci-fi thriller,-0.8772215247154236,-1,-0.11546903095026126
the deer hunter,1978,8.2,89841.0,drama war,0.8677531480789185,1,0.01553334332507747
demolition man,1993,6.3,46318.0,action crime sci-fi,-0.9939644932746888,-1,-0.013472730963930438
the devil and daniel webster,2004,5.7,1824.0,comedy drama fantasy,0.8750653862953186,1,0.06591278702860147
die hard,1988,8.3,185430.0,action crime thriller,-0.998076558113098,-1,-0.08575725463366417
dog day afternoon,1975,8.2,61120.0,crime drama,-0.9933950304985046,-1,-0.18425042001623212
domino,2005,5.9,32949.0,action crime drama thriller,0.9119907021522522,1,-0.12637073296234322
do the right thing,1989,7.9,27164.0,drama,-0.9998080134391784,-1,-0.007201897137759945
dumb and dumberer: when harry met lloyd,2003,3.3,14984.0,comedy,-0.998976469039917,-1,0.05805739838947621
dune,1984,6.5,38954.0,action adventure sci-fi,0.9898024201393129,1,0.07622011078214183
ed wood,1994,8.1,75704.0,biography comedy drama,0.9997429251670836,1,-0.11487965361977165
edtv,1999,6.1,21865.0,comedy,-0.9974939823150636,-1,-0.16873021300496727
election,1999,7.4,37868.0,comedy drama,-0.9992245435714722,-1,0.08201754093170166
enemy of the state,1998,7.2,67504.0,action drama thriller,-0.999947428703308,-1,-0.19609966264133566
the english patient,1996,7.3,55247.0,romance drama war,-0.849972665309906,-1,-0.09276341758998094
entrapment,1999,6.1,41120.0,action crime romance thriller,-0.9034330248832704,-1,-0.04104971532006122
erin brockovich,2000,7.2,55641.0,biography drama romance,-0.9975796341896056,-1,-0.21648240318665138
star wars: the empire strikes back,1982,8.0,42.0,animation adventure action fantasy,-0.7691327333450317,-1,-0.09562357069120525
escape from the planet of the apes,1971,6.1,7754.0,sci-fi thriller,-0.965246081352234,-1,-0.00024913311004638673
escape from l.a.,1996,5.3,23551.0,action adventure sci-fi thriller,-0.999832034111023,-1,-0.07441721503514363
excalibur,1981,7.4,24550.0,adventure drama fantasy,0.9035503268241882,1,0.2660260157925742
the exorcist,1973,8.1,106383.0,horror thriller,-0.9996602535247804,-1,-0.12640548946430727
the fabulous baker boys,1989,6.7,9433.0,drama music romance,-0.997911274433136,-1,-0.08004794537056978
face/off,1997,7.3,103386.0,action crime drama sci-fi thriller,-0.9989545345306396,-1,-0.16543373838067055
the family man,2000,6.6,34509.0,comedy fantasy drama romance,-0.9999217987060548,-1,0.052603096208868945
the fantastic four,1994,3.8,1472.0,action adventure sci-fi fantasy,-0.9989732503890992,-1,-0.04767095144480875
fantastic voyage,1966,6.8,5231.0,adventure sci-fi,-0.999942421913147,-1,-0.13505774959921837
fargo,1996,8.3,168176.0,crime drama thriller,-0.9957691431045532,-1,-0.1724559177435102
fight club,1999,8.8,391697.0,crime drama mystery thriller,-0.9891296625137328,-1,-0.13848808471531793
final destination 2,2003,6.4,36312.0,horror thriller,-0.9999688863754272,-1,-0.19654017496109008
final destination,2000,6.8,53422.0,horror thriller,-0.9999221563339232,-1,-0.26917941979507903
rambo: first blood part ii,1985,5.8,39147.0,action adventure thriller,-0.9999374151229858,-1,-0.19314247391519757
the fisher king,1991,7.5,28310.0,comedy drama romance,-0.9986978769302368,-1,-0.09372285942910082
five easy pieces,1970,7.5,11969.0,drama,-0.9928983449935912,-1,-0.05702735229393319
the french connection,1971,7.9,34062.0,action crime thriller,-0.9990314245224,-1,-0.3264025574730289
frequency,2000,7.3,36396.0,crime drama sci-fi thriller,-0.9999247789382936,-1,-0.09542732484200421
friday the 13th part iii,1982,5.1,11718.0,horror,-0.99680894613266,-1,-0.12082428074954601
jason lives: friday the 13th part vi,1986,5.3,9919.0,comedy horror thriller,-0.7719916701316833,-1,-0.034167531248811
jason goes to hell: the final friday,1993,4.1,8894.0,horror thriller,-0.9999396800994872,-1,-0.13184279203414917
friday the 13th part viii: jason takes manhattan,1989,3.9,10288.0,horror,-0.9985173344612122,-1,-0.18270694477516308
game 6,2005,6.0,1414.0,comedy drama sport,-0.9999632835388184,-1,0.012910356141824638
gandhi,1982,8.2,52160.0,biography drama history,0.9609102606773376,1,-0.07296086763724302
gattaca,1997,7.8,72063.0,drama romance sci-fi thriller,0.8053877353668213,1,-0.11829956227201756
the getaway,1972,7.5,10151.0,action adventure crime thriller,-0.9989727735519408,-1,0.019840820931572203
get carter,2000,4.8,14319.0,action crime drama thriller,-0.998995840549469,-1,-0.08481967614052144
glengarry glen ross,1992,7.9,32882.0,drama,-0.9998823404312134,-1,-0.15037202505933708
the godfather: part ii,1974,9.0,251290.0,crime drama thriller,-0.9989385008811952,-1,0.005324711995338326
gods and monsters,1998,7.5,16063.0,biography drama,-0.9365079402923584,-1,-0.048845375367324716
gone in sixty seconds,2000,6.0,74474.0,action crime thriller,-0.9999799728393556,-1,-0.09677132564230849
goodfellas,1990,8.8,234582.0,crime drama thriller,-0.9999837875366212,-1,-0.7189009731466119
good will hunting,1997,8.1,154419.0,drama,-0.8735350966453552,-1,0.0003329982543683618
the grapes of wrath,1940,8.3,23850.0,drama,-0.9680803418159484,-1,-0.07214028805494309
grosse pointe blank,1997,7.4,41877.0,comedy crime romance thriller,-0.9965226650238036,-1,0.011834064841548324
the horse whisperer,1998,6.4,15953.0,drama romance western,-0.9064505696296692,-1,-0.036721792850790726
hackers,1995,5.8,27009.0,action crime drama thriller,-0.9995231628417968,-1,-0.18361893432686127
halloween 4: the return of michael myers,1988,5.6,11315.0,horror thriller,-0.9945110082626344,-1,0.03167343640672988
halloween,1978,7.9,64690.0,horror thriller,-0.9083513021469116,-1,-0.04934806703393015
hannah and her sisters,1986,7.9,21088.0,comedy drama romance,0.9934117197990416,1,-0.0448287564522257
hannibal,2001,6.4,75788.0,crime thriller,-0.9998834133148192,-1,-0.1451077824389493
happy campers,2001,5.4,1785.0,comedy,-0.9996955394744872,-1,-0.14063114494085313
heathers,1989,7.3,25236.0,comedy crime,-0.9999508857727052,-1,-0.18771407261962147
heavenly creatures,1994,7.6,27211.0,crime drama fantasy thriller,-0.970162272453308,-1,0.10386688302202922
hellraiser: hellseeker,2002,4.9,3400.0,horror mystery thriller,-0.9999669790267944,-1,-0.25902435042568156
hero,1992,6.3,10573.0,comedy drama,-0.9964215755462646,-1,-0.09945062989351518
hider in the house,1989,5.6,394.0,thriller,-0.6288143992424011,-1,-0.06778799633722048
highlander iii: the sorcerer,1994,3.9,7831.0,fantasy sci-fi action,-0.998768389225006,-1,-0.06649215944665228
hostage,2005,6.6,37868.0,action crime drama thriller,-0.9960275888442992,-1,-0.07043041525600112
hotel rwanda,2004,8.3,94404.0,adventure drama history thriller war,-0.9990755319595336,-1,-0.07705126138347568
house on haunted hill,1999,5.3,23127.0,horror mystery thriller,-0.9997912049293518,-1,-0.24513214670414488
house of the damned,1996,4.3,216.0,action horror thriller,-0.9835716485977172,-1,-0.057473274419106636
hellraiser iii: hell on earth,1992,5.1,7716.0,horror,-0.9964516162872314,-1,-0.07157712267259511
hudson hawk,1991,5.4,22116.0,action adventure comedy action adventure comedy crime,-0.998399555683136,-1,-0.19734816075066436
the hudsucker proxy,1994,7.4,32691.0,comedy drama fantasy romance,-0.9991982579231262,-1,-0.16298566435305578
i walked with a zombie,1943,7.3,3420.0,horror,-0.999319553375244,-1,-0.06896307468414306
the ice storm,1997,7.5,27724.0,drama,-0.990433931350708,-1,-0.07844770126490794
insomnia,2002,7.3,69635.0,crime drama mystery thriller,-0.99592387676239,-1,-0.06988195747348434
interview with the vampire: the vampire chronicles,1994,7.4,80077.0,drama fantasy,0.9705838561058044,1,0.049796658991767676
i still know what you did last summer,1998,4.1,23543.0,horror mystery thriller,-0.9953568577766418,-1,-0.15736794685200883
isle of the dead,1945,6.6,1405.0,drama horror mystery thriller,-0.9999743700027466,-1,-0.14650211173020225
it's a wonderful life,1946,8.7,103290.0,drama fantasy romance,-0.9999942779541016,-1,-0.0007718860263555823
jaws 2,1978,5.6,18995.0,thriller,-0.9965443015098572,-1,-0.07381400864245155
jaws 3-d,1983,3.3,12839.0,thriller,-0.8228835463523865,-1,-0.0010061248754843688
jaws: the revenge,1987,2.6,15727.0,thriller,-0.8857825398445129,-1,-0.02596405470182025
the jazz singer,1927,6.8,3252.0,drama music romance,0.9849751591682434,1,0.18832508875773504
jennifer eight,1992,6.2,6224.0,thriller mystery,-0.98932683467865,-1,-0.38256160262972116
jerry maguire,1996,7.3,79706.0,comedy drama romance sport,-0.9981704950332642,-1,0.09399978240782564
jurassic park iii,2001,5.7,62564.0,action adventure sci-fi thriller,-0.7885010242462158,-1,0.033604492147061515
the lost world: jurassic park,1997,6.0,78169.0,action adventure sci-fi thriller action adventure animation horror sci-fi thriller,-0.9991525411605836,-1,-0.2160162219148598
jurassic park,1993,7.9,153737.0,action adventure family sci-fi action adventure fantasy sci-fi,-0.999992609024048,-1,-0.1324771301445539
freddy vs. jason,2003,5.8,39850.0,horror thriller,-0.9968546628952026,-1,-0.30399474130797494
kafka,1991,6.9,4467.0,comedy drama mystery sci-fi thriller,-0.9966074228286744,-1,-0.09753484640576796
king kong,2005,7.6,134187.0,adventure drama romance,0.9389123320579528,1,-0.02489502749581268
klute,1971,7.2,6901.0,mystery romance thriller,-0.9872339963912964,-1,-0.214211046953738
kramer vs. kramer,1979,7.7,25836.0,drama,-0.6866501569747925,-1,-0.08725375110267573
kundun,1997,7.1,10378.0,biography drama history war,-0.9920404553413392,-1,-0.0012353611520574063
lake placid,1999,5.4,19621.0,action comedy horror thriller,-0.9993707537651062,-1,-0.21346419263514968
the silence of the lambs,1991,8.7,251237.0,crime thriller,-0.999503254890442,-1,-0.1011545487304232
last of the mohicans,1977,7.3,71.0,action adventure war,-0.9980382323265076,-1,-0.04277088795788586
leviathan,1989,5.3,4751.0,adventure horror mystery sci-fi thriller,-0.9992881417274476,-1,-0.23310929609953993
lock stock and two smoking barrels,1998,8.2,129117.0,crime thriller,-0.9995880722999572,-1,-0.1311567391006692
lone star,1996,7.6,14666.0,drama mystery romance western,-0.9999958276748656,-1,-0.04872321772437564
lord of illusions,1995,5.6,5031.0,fantasy horror mystery thriller,-0.9997443556785583,-1,-0.16824608785924078
lost in translation,2003,7.9,132645.0,drama romance,-0.9874131679534912,-1,-0.03603064410525597
lost souls,2000,4.6,6663.0,drama horror thriller romance,-0.9725268483161926,-1,-0.16998834304100605
love & basketball,2000,6.7,5907.0,drama romance sport,-0.9999632835388184,-1,-0.1052478945758492
magnolia,1999,8.0,123476.0,drama,-0.9992173910140992,-1,-0.20616028711958417
the man in the iron mask,1998,6.1,36684.0,action adventure drama history,-0.687978208065033,-1,-0.003576184546998642
manhunt,2003,8.7,736.0,action adventure crime horror thriller,-0.6877931952476501,-1,-0.27148598579972877
manhunter,1986,7.2,21649.0,crime thriller,-0.9999233484268188,-1,-0.04272085730709247
man on the moon,1999,7.4,49915.0,biography comedy drama,-0.8230359554290771,-1,-0.1944195938567384
the matrix,1999,8.7,389480.0,action adventure adventure adventure sci-fi,-0.9837945103645324,-1,-0.10340756165738009
halloween iii: season of the witch,1982,3.8,13037.0,horror mystery sci-fi,-0.9727857708930968,-1,-0.1622158601745829
meet joe black,1998,6.9,56839.0,drama fantasy mystery romance,0.9846094846725464,1,0.05863536290885989
memento,2000,8.7,281027.0,crime drama mystery thriller,-0.9998914003372192,-1,-0.2266175915988592
miami vice,2006,6.0,52448.0,action crime drama thriller,-0.9855450987815856,-1,-0.0800748023170012
midnight cowboy,1969,8.0,34405.0,drama,-0.9998440742492676,-1,-0.16382669595133262
midnight express,1978,7.6,24103.0,biography crime drama thriller,-0.9989504814147948,-1,-0.30715524141605083
mimic,1997,5.7,14916.0,drama horror sci-fi,-0.9760650992393494,-1,-0.19393570186719614
misery,1990,7.8,41563.0,thriller,-0.9998499155044556,-1,0.04280467402367365
mission: impossible ii,2000,5.7,86452.0,action adventure thriller,-0.9994885921478271,-1,-0.15336741141059942
mission: impossible,1996,6.9,87677.0,action adventure thriller,-0.9983195662498474,-1,-0.09866532401179606
moonstruck,1987,7.1,15879.0,comedy romance drama,-0.936288058757782,-1,-0.014036663864835009
monty python and the holy grail,1975,8.4,157683.0,adventure comedy,-0.9999661445617676,-1,0.029608216803798253
mrs brown,1997,7.2,5701.0,biography drama history romance,-0.9316786527633668,-1,0.051914231658476515
arcade,1993,4.6,668.0,sci-fi,-0.999950647354126,-1,-0.20726831783592478
mulholland dr.,2001,8.0,105859.0,drama mystery thriller,-0.9998441934585572,-1,-0.06041672233357487
my girl 2,1994,4.8,5689.0,comedy drama family romance,-0.9999592304229736,-1,0.0062024214720983965
my girl,1991,6.4,17967.0,comedy drama family romance,0.968377947807312,1,0.022011636862388023
my best friend's wedding,1997,6.2,37682.0,comedy romance,0.5723751187324524,1,0.04818328854649566
nashville,1975,7.7,9315.0,drama music,-0.9998451471328736,-1,0.03800293673639712
natural born killers,1994,7.1,73047.0,action crime drama romance thriller,0.6653904318809509,1,0.0306380668890129
nothing but a man,1964,7.8,448.0,drama romance,-0.8099759817123413,-1,0.037173441432322804
the negotiator,1998,7.2,46983.0,action crime drama mystery thriller,-0.9992710947990416,-1,-0.3553451834053829
neuromancer,1988,9.3,48.0,action adventure animation sci-fi,-0.9999382495880128,-1,-0.10250384587768122
never been kissed,1999,5.7,27409.0,comedy drama romance,-0.9999268054962158,-1,-0.005624851355185876
the nightmare before christmas,1993,8.0,81753.0,animation family fantasy musical,-0.9996490478515624,-1,-0.01344848433627358
a nightmare on elm street part 2: freddy's revenge,1985,4.9,16582.0,fantasy horror thriller,-0.9933068156242372,-1,-0.24393598716783327
a nightmare on elm street 3: dream warriors,1987,6.3,17734.0,fantasy horror thriller,-0.9720981121063232,-1,-0.07726383883328665
notting hill,1999,6.9,67217.0,comedy romance,-0.9999812841415404,-1,-0.06464036515364224
one flew over the cuckoo's nest,1975,8.9,219739.0,drama,-0.997675359249115,-1,0.09645027287325628
only you,1994,6.2,6620.0,comedy romance,-0.999721109867096,-1,-0.057342152001191284
on the waterfront,1954,8.4,42010.0,crime drama romance,-0.9999369382858276,-1,0.1074241931911931
orgy of the dead,1965,2.5,1395.0,fantasy horror,-0.8779304623603821,-1,0.027383373734729537
out of sight,1998,7.2,38595.0,comedy crime romance thriller,-0.9970434308052064,-1,-0.20057305523327418
pearl harbor,2001,5.4,97519.0,action drama romance war,-0.9930340051651,-1,0.025611390973009716
peggy sue got married,1986,6.3,12574.0,comedy drama fantasy romance,-0.8977387547492981,-1,0.042173725366592404
pet sematary ii,1992,4.2,6014.0,action horror thriller,-0.9998053908348083,-1,-0.10401136454918401
philadelphia,1993,7.6,54221.0,drama,-0.9972477555274964,-1,-0.07368974608613511
pitch black,2000,7.0,55982.0,action sci-fi thriller,-0.9983689188957214,-1,-0.2710708788552209
planet of the apes,2001,5.5,73596.0,action adventure sci-fi thriller animation action adventure sci-fi,-0.9980196952819824,-1,-0.13797142374806287
platoon,1986,8.2,110867.0,action drama war,-0.9971951246261596,-1,-0.16261498734616397
playback,1996,3.6,164.0,thriller,-0.999922513961792,-1,-0.13131058726991926
the ploughman's lunch,1983,6.8,154.0,drama,-0.9998098015785216,-1,0.1876949355799771
point break,1991,6.9,37722.0,action adventure crime drama sport thriller,-0.8151471018791199,-1,-0.02215958472822799
predator,1987,7.8,90730.0,action adventure sci-fi thriller,-0.9822940230369568,-1,-0.1918816373461769
pretty woman,1990,6.7,61642.0,comedy romance,-0.9998785257339478,-1,-0.07737825051614433
the princess bride,1987,8.1,125281.0,adventure comedy family fantasy romance,-0.9858947992324828,-1,-0.09009670142383013
the producers,1968,7.7,19432.0,comedy,-0.9999802112579346,-1,-0.009743232125291428
psycho,1960,8.7,146915.0,drama horror mystery thriller thriller,-0.999915599822998,-1,-0.21664220852087873
maniac,1980,6.2,3382.0,drama horror thriller,0.9150217175483704,1,-0.17378655024643602
vampyr,1932,7.6,4005.0,fantasy horror,-0.6096311211585999,-1,-0.13230396807193756
mystery of the wax museum,1933,6.8,1740.0,horror mystery thriller,-0.9851087927818298,-1,-0.04946689565188486
quantum project,2000,4.8,47.0,short adventure drama romance,-0.9965928196907043,-1,-0.02496074393110455
rambling rose,1991,6.6,2631.0,drama,-0.999864101409912,-1,-0.01691768807886488
red white black & blue,2006,6.3,37.0,documentary,-0.9999837875366212,-1,-0.14190721891286834
star wars: episode vi - return of the jedi,1983,8.3,215058.0,action adventure fantasy sci-fi,0.992676854133606,1,0.22345352766614307
the rocky horror picture show,1975,7.1,42713.0,comedy musical,0.902683675289154,1,0.11739263931910197
rocky,1976,8.1,100022.0,drama romance sport,-0.999691128730774,-1,-0.0947158643666351
who framed roger rabbit,1988,7.6,54375.0,animation comedy crime family fantasy mystery animation adventure action fantasy,-0.99851793050766,-1,-0.1064220465970843
romeo and juliet,1968,7.8,12360.0,drama romance,-0.9974603652954102,-1,0.0773398946313297
ronin,1998,7.2,58201.0,action crime thriller,-0.5992136001586914,-1,-0.09274889312792516
route 9,1998,6.0,557.0,crime drama,-0.8628644943237305,-1,-0.26877474450435573
rush hour 2,2001,6.5,52716.0,action comedy crime thriller,-0.9897539615631104,-1,-0.14471084269944412
rush hour,1998,6.8,56376.0,action comedy thriller crime,-0.8733050227165222,-1,-0.1924878145441597
runaway bride,1999,5.2,28793.0,comedy romance,-0.9202760457992554,-1,-0.011917212122195476
sleepless in seattle,1993,6.6,44179.0,comedy romance drama,-0.9999285936355592,-1,0.006016102327112241
salt of the earth,1954,7.6,1085.0,drama history,-0.999422550201416,-1,-0.16908901610136945
the salton sea,2002,7.1,16669.0,crime drama mystery thriller,-0.977011263370514,-1,-0.14325111300396404
saving private ryan,1998,8.5,275666.0,action drama history war,-0.9997060894966124,-1,-0.1380144713087852
say anything...,1989,7.5,25220.0,comedy drama romance,-0.9999866485595704,-1,0.05165775699871308
schindler's list,1993,8.9,282473.0,biography drama history war,-0.5628196001052856,-1,0.034330990607455626
scream 2,1997,5.9,48988.0,horror mystery thriller,-0.9999562501907348,-1,-0.19798825913146614
scream 3,2000,5.3,38870.0,horror mystery thriller,-0.8045068979263306,-1,-0.1514339699931101
scream,1996,7.2,92543.0,crime horror mystery thriller,-0.9991371035575868,-1,-0.2316747878531924
seven,1979,6.1,259.0,action drama,-0.9999419450759888,-1,-0.18296361768216116
seven days to live,2000,5.2,1150.0,drama horror thriller,-0.9999669790267944,-1,-0.12055951236067591
shakespeare in love,1998,7.4,78654.0,comedy drama romance,-0.959063708782196,-1,0.128306638442519
shallow grave,1994,7.4,21611.0,comedy crime drama thriller,-0.9451007843017578,-1,-0.14447734500068465
shampoo,1975,6.2,4406.0,drama romance,-0.9652561545372008,-1,-0.0784246411302994
the shining,1980,8.5,182077.0,horror mystery thriller,0.9971410036087036,1,0.10056604587190873
silver bullet,1985,5.9,6498.0,adventure drama horror mystery thriller,-0.9982272982597352,-1,-0.11248989012979325
sister act,1992,5.9,25196.0,comedy crime music,0.9989410042762756,1,0.02437869890530904
sleepy hollow,1999,7.5,108951.0,fantasy mystery thriller,-0.9999642372131348,-1,-0.18733213291220044
sling blade,1996,8.0,42087.0,drama,-0.8416216373443604,-1,0.03125803578182085
smoke,1995,7.5,15482.0,comedy drama,-0.9698355197906494,-1,-0.03878129203046397
snow falling on cedars,1999,6.7,8483.0,drama mystery romance thriller,-0.9999233484268188,-1,-0.29790191173553465
soldier,1998,5.6,16446.0,action drama sci-fi,-0.9999898672103882,-1,-0.21104168891906738
some like it hot,1959,8.4,68749.0,comedy,-0.8779375553131104,-1,-0.05096755365325052
the wedding date,2005,5.5,12340.0,comedy romance,-0.9999545812606812,-1,-0.06107703598406032
sounder,1972,7.8,1298.0,drama,0.9559614062309264,1,0.2464960217475891
south park: bigger longer & uncut,1999,7.8,80257.0,animation comedy musical,-0.9931831955909728,-1,-0.10788185980946538
spacejacked,1997,2.9,105.0,action sci-fi,-0.5736961364746094,-1,0.0865307812566881
spare me,1992,5.8,26.0,thriller,-0.9996570348739624,-1,-0.08334261430975269
sphere,1998,5.6,31924.0,drama horror mystery sci-fi thriller,-0.9992289543151855,-1,-0.3341798626858255
star wars,1977,8.8,326619.0,action adventure fantasy sci-fi,-0.9992135763168336,-1,-0.1167536984194595
starship troopers,1997,7.1,84874.0,action adventure sci-fi thriller,-0.8166289925575256,-1,-0.004410926094386569
star trek: the motion picture,1979,6.2,25723.0,adventure fantasy mystery sci-fi,-0.9991150498390198,-1,-0.031005085714711438
state and main,2000,6.8,13163.0,comedy drama,-0.9971740245819092,-1,-0.060824558824372925
stepmom,1998,6.2,18714.0,comedy drama,-0.96457701921463,-1,-0.10216073946708745
storytelling,2001,6.7,9677.0,comedy drama,-0.9999667406082152,-1,-0.1302420768689749
stranglehold,2007,8.6,907.0,action adventure crime,-0.9997482895851136,-1,-0.08615084600182218
dr. strangelove or: how i learned to stop worrying and love the bomb,1964,8.6,158529.0,comedy drama,-0.9988152980804444,-1,-0.1933027069614888
suburbia,1996,6.5,4552.0,comedy drama,-0.998903751373291,-1,-0.0601829976049776
sugar & spice,2001,5.2,6981.0,comedy crime,-0.9649435877799988,-1,-0.09071524626648371
sunset blvd.,1950,8.7,55994.0,drama film-noir,-0.991068720817566,-1,-0.08923524110103125
supergirl,1984,4.1,6576.0,action adventure sci-fi,-0.9988265633583068,-1,-0.060088515281677246
superman iii,1983,4.7,18340.0,action adventure comedy fantasy sci-fi,-0.9998131394386292,-1,-0.04692330740867777
superman ii,1980,6.7,29941.0,action adventure fantasy romance sci-fi,-0.986565887928009,-1,0.02516930308696386
superman iv: the quest for peace,1987,3.4,15332.0,action adventure family fantasy sci-fi,0.62478107213974,1,0.005049347877502441
superman,1978,7.3,51172.0,action family sci-fi,-0.9983701109886168,-1,-0.0059167662901537755
the sweet hereafter,1997,7.8,16463.0,drama,-0.9993664622306824,-1,-0.014150997594442551
sweet smell of success,1957,8.2,9014.0,drama film-noir,-0.99990975856781,-1,-0.11695874652374527
terminator 2: judgment day,1991,8.5,243230.0,action sci-fi thriller,-0.999975562095642,-1,-0.20021070055510282
taking sides,2001,7.2,1950.0,drama music war,-0.882139265537262,-1,-0.13642128693814182
the terminator,1984,8.1,183538.0,action sci-fi thriller,-0.998464584350586,-1,-0.15265978834567925
the game,1997,7.7,75861.0,drama mystery thriller,-0.9999408721923828,-1,-0.20148331446935666
the haunting,1999,4.6,32086.0,horror thriller mystery,-0.9798282980918884,-1,-0.12641324618506053
the limey,1999,7.0,15465.0,crime drama mystery thriller,-0.9901638627052308,-1,-0.15580062124113372
the man who wasn't there,2001,7.7,41452.0,crime drama,-0.9999202489852904,-1,-0.10959832570547395
the relic,1997,5.4,10340.0,horror mystery thriller,-0.9844987988471984,-1,-0.21080865497631124
the truman show,1998,8.0,160825.0,drama,-0.9996426105499268,-1,-0.07426968019410789
the x files,1998,6.8,39090.0,crime horror mystery sci-fi thriller,-0.9898537993431092,-1,-0.1780187984307607
the cell,2000,6.2,37417.0,drama fantasy horror sci-fi thriller,-0.9960179924964904,-1,0.05871672410713999
the third man,1949,8.5,51872.0,film-noir mystery thriller,-0.9963281750679016,-1,-0.053627373174179434
the beach,2000,6.3,55734.0,adventure drama romance thriller,-0.9995617270469666,-1,-0.1431532676021258
the believer,2001,7.3,11345.0,drama,-0.9988683462142944,-1,-0.30114081466054343
le grand bleu,1988,7.4,18313.0,adventure drama romance,-0.9986391663551332,-1,-0.043336367444769416
the hebrew hammer,2003,6.2,2900.0,comedy,-0.507919430732727,-1,-0.04921379567372917
the leopard man,1943,6.9,1518.0,drama horror mystery thriller,-0.9998108744621276,-1,-0.1167266581614109
the lost son,1999,6.5,911.0,crime drama romance thriller,-0.9996572732925416,-1,-0.2841528193405976
the messenger,2009,7.4,9224.0,drama romance war,-0.8489224910736084,-1,-0.1115242396686094
the pianist,2002,8.5,138080.0,biography drama war,-0.8648893237113953,-1,-0.11432254140394447
the piano,1993,7.5,28525.0,drama romance,-0.9998086094856262,-1,0.02468014125888412
the sting,1973,8.4,67231.0,comedy crime drama,-0.9990528225898744,-1,-0.1329451314157236
the thin man,1934,8.1,11936.0,comedy crime drama mystery romance,-0.9890900254249572,-1,-0.07721240006693916
three kings,1999,7.3,69757.0,action adventure comedy drama war,-0.9937481880187988,-1,-0.21999517176681457
thx 1138,1971,6.8,15741.0,drama mystery sci-fi thriller,-0.9995790123939514,-1,-0.24332116525384445
ticker,2001,3.3,3933.0,action thriller crime,-0.9998462200164796,-1,-0.12745628305843898
trouble in paradise,1932,8.2,4781.0,comedy crime romance,-0.9873701333999634,-1,0.11752791200163802
